STATE,AGE.REFP,SEX.REFP,AGE.SPOUSE,SEX.SPOUSE,NUM.CHILD,SALARY,EDU.FATHER,EDU.MOTHER,RACE.SPOUSE,RELIGION.SPOUSE,RACE.REFP,RELIGION.REFP
48,75,1,70,2,0,0,2,4,1,15,1,15
48,41,2,0,0,1,49000,0,0,0,0,1,15
41,34,2,37,2,0,48000,8,8,1,22,1,22
25,31,2,0,0,1,52000,0,0,0,0,1,1
13,59,1,59,2,0,126000,7,7,1,15,1,15
48,57,1,60,2,0,210000,7,7,1,10,1,4
41,39,2,0,0,0,0,0,0,0,0,1,1
28,35,1,27,2,0,0,8,8,1,3,1,3
13,27,2,0,0,0,90000,0,0,0,0,1,1
13,30,1,28,2,0,71000,8,7,1,14,1,14
48,73,1,73,2,0,0,8,7,1,7,1,7
23,72,1,0,0,0,0,0,0,0,0,1,10
39,52,1,0,0,0,0,0,0,0,0,1,10
20,43,1,42,2,2,110000,7,6,1,1,1,13
48,49,1,0,0,2,265200,0,0,0,0,1,10
12,48,1,0,0,0,0,0,0,0,0,1,1
12,46,1,45,2,0,90000,0,0,1,4,1,11
23,41,1,0,0,0,87940,0,0,0,0,1,1
6,73,1,71,2,0,0,4,7,1,99,1,99
12,68,1,72,2,0,0,4,6,1,10,1,16
51,45,1,43,2,1,0,8,8,1,7,1,7
45,43,1,39,2,3,12000,4,4,1,15,1,15
48,48,1,47,2,2,0,8,8,1,6,1,6
42,47,1,46,2,2,70000,0,0,1,10,1,10
50,22,2,0,0,0,0,0,0,0,0,1,1
23,39,2,0,0,4,83000,0,0,0,0,1,1
6,36,1,38,2,0,70000,6,4,1,19,1,2
41,71,2,0,0,0,0,0,0,0,0,1,10
41,32,2,0,0,0,0,0,0,0,0,1,15
0,82,1,79,2,0,0,0,0,1,9,1,9
0,36,1,0,0,0,0,0,0,0,0,1,1
0,32,1,30,2,3,0,0,0,1,2,1,2
8,43,2,0,0,3,55000,0,0,0,0,1,4
8,38,1,34,2,2,1500,7,7,1,4,1,4
8,68,1,70,2,0,0,3,6,1,4,1,4
8,66,1,64,2,0,0,4,4,1,15,1,4
8,64,1,65,2,0,98400,3,4,1,4,1,4
8,59,1,59,2,0,550,4,4,1,4,1,4
8,50,1,51,2,1,60000,4,4,1,4,1,4
8,38,1,32,2,4,40000,4,6,1,4,1,4
8,39,1,34,2,3,230000,6,7,1,4,1,4
8,35,1,34,2,3,42380,6,6,1,10,1,10
8,29,1,28,2,0,65000,7,6,1,15,1,15
8,29,1,0,0,0,75000,0,0,0,0,1,3
8,25,1,0,0,0,0,0,0,0,0,1,4
8,23,1,0,0,0,0,0,0,0,0,1,4
8,67,1,67,2,0,0,4,4,1,4,1,4
8,42,1,42,2,4,135000,7,7,1,4,1,4
8,35,1,34,2,3,0,6,6,1,4,1,4
8,28,1,29,2,1,105000,7,7,1,4,1,15
8,34,1,33,2,0,0,7,8,1,4,1,1
8,86,1,0,0,0,0,0,0,0,0,1,6
8,61,1,0,0,0,0,0,0,0,0,1,13
40,31,1,26,2,2,0,7,7,1,6,1,6
8,36,1,37,2,3,180000,4,5,1,1,1,1
8,31,1,31,2,3,640,5,5,1,11,1,11
37,65,1,67,2,0,0,4,4,1,10,1,10
42,55,1,57,2,2,0,99,99,1,13,1,6
42,35,2,0,0,4,0,0,0,0,0,1,1
42,34,2,0,0,2,0,0,0,0,0,1,1
5,67,2,0,0,0,0,0,0,0,0,2,11
5,65,1,59,2,0,0,99,99,2,6,2,6
5,49,2,0,0,0,0,0,0,0,0,2,99
5,46,2,0,0,1,0,0,0,0,0,2,6
5,31,1,0,0,0,0,0,0,0,0,2,14
5,27,2,0,0,2,0,0,0,0,0,2,6
47,27,2,0,0,1,0,0,0,0,0,2,14
5,26,2,0,0,0,0,0,0,0,0,2,1
5,25,1,0,0,0,0,0,0,0,0,2,14
47,53,1,48,2,0,0,1,1,2,6,2,6
48,73,2,0,0,0,0,0,0,0,0,2,6
48,52,2,0,0,0,0,0,0,0,0,2,6
48,34,2,0,0,6,0,0,0,0,0,2,6
48,40,2,0,0,3,0,0,0,0,0,2,1
26,33,2,0,0,4,0,0,0,0,0,2,6
28,68,1,47,2,0,0,99,2,2,15,2,14
48,52,1,39,2,5,0,2,3,2,6,2,6
48,38,1,35,2,2,0,3,3,2,6,2,99
5,66,1,57,2,0,0,99,3,2,6,2,6
8,32,1,29,2,0,0,99,4,2,6,2,6
47,33,1,30,2,1,46000,4,6,2,15,2,15
5,91,2,0,0,0,0,0,0,0,0,1,14
5,59,2,0,0,0,50000,0,0,0,0,1,31
12,56,1,57,2,0,225000,4,99,1,6,1,6
1,70,2,0,0,0,0,0,0,0,0,1,10
39,47,1,0,0,0,0,0,0,0,0,1,15
39,72,1,0,0,0,0,0,0,0,0,1,4
18,71,1,70,2,0,0,4,4,1,10,1,10
47,61,1,63,2,0,76000,3,4,1,10,1,10
47,34,1,26,2,0,46200,4,4,1,14,1,14
21,50,1,41,2,0,125000,8,8,1,10,1,3
21,36,1,29,2,1,0,4,6,1,6,1,6
21,66,1,67,2,0,3000,5,5,1,6,1,6
18,50,1,41,2,0,135000,4,4,1,6,1,2
21,74,2,0,0,0,0,0,0,0,0,1,31
21,53,1,0,0,0,0,0,0,0,0,1,6
21,37,1,39,2,0,0,4,4,1,6,1,14
25,62,1,67,2,0,0,4,4,1,4,1,4
12,75,2,0,0,0,0,0,0,0,0,1,4
25,47,2,0,0,2,0,0,0,0,0,1,4
33,41,2,0,0,0,0,0,0,0,0,1,3
25,34,2,0,0,0,55000,0,0,0,0,1,4
12,72,1,71,2,0,0,4,4,1,4,1,4
25,51,1,48,2,0,80000,7,7,1,4,1,4
25,50,1,44,2,2,0,4,4,1,4,1,1
25,31,1,30,2,0,115000,7,4,1,4,1,16
6,51,1,48,2,0,0,0,4,1,14,1,1
6,26,1,0,0,0,50000,0,0,0,0,1,1
6,22,2,0,0,0,0,0,0,0,0,1,1
6,62,1,56,2,0,0,8,7,1,4,1,13
23,47,1,0,0,0,0,0,0,0,0,1,13
23,70,1,63,2,0,0,2,3,1,10,1,10
23,85,1,79,2,0,0,4,4,1,4,1,6
23,36,1,34,2,3,0,99,99,1,1,1,4
23,34,1,31,2,2,140000,2,7,1,1,1,1
23,32,1,29,2,2,0,4,8,1,14,1,1
23,65,1,60,2,0,0,4,4,1,14,1,14
23,63,1,61,2,0,1200,5,2,1,1,1,1
23,62,1,58,2,0,0,4,3,1,1,1,1
23,38,1,35,2,3,0,4,6,1,1,1,1
12,48,1,50,2,1,0,7,7,1,15,1,15
26,70,1,65,2,0,60000,3,4,1,4,1,4
37,74,1,68,2,0,0,2,4,1,4,1,16
26,59,1,59,2,0,0,2,3,1,4,1,4
37,47,1,50,2,3,305000,4,4,1,16,1,4
26,42,1,44,2,1,156000,5,4,1,1,1,1
26,30,1,30,2,1,0,4,4,1,4,1,14
12,42,1,0,0,0,156000,0,0,0,0,1,11
12,44,2,0,0,1,65000,0,0,0,0,1,3
36,94,2,0,0,0,0,0,0,0,0,1,4
36,43,1,0,0,0,0,0,0,0,0,1,4
47,40,1,0,0,0,0,0,0,0,0,1,4
34,38,1,41,2,1,0,6,6,1,4,1,4
34,67,1,66,2,0,8000,4,4,1,4,1,4
36,56,1,56,2,0,0,7,4,1,16,1,4
34,55,1,49,2,1,95000,4,4,1,4,1,4
36,80,2,0,0,0,0,0,0,0,0,1,4
36,59,2,0,0,0,125000,0,0,0,0,1,4
36,56,1,58,2,1,92000,8,5,1,4,1,4
36,38,1,39,2,3,60000,8,7,1,4,1,4
31,88,2,0,0,0,0,0,0,0,0,1,13
13,61,1,66,2,0,0,7,4,1,13,1,13
48,58,1,64,2,0,0,7,7,1,13,1,13
51,36,1,0,0,2,54000,0,0,0,0,1,3
13,33,1,0,0,0,0,0,0,0,0,1,14
8,27,1,27,1,0,0,0,0,1,1,1,1
31,56,2,0,0,0,105000,0,0,0,0,1,10
13,33,1,30,2,0,73500,7,6,1,1,1,1
27,86,1,0,0,0,0,0,0,0,0,1,20
29,52,1,56,2,0,0,2,2,1,11,1,11
1,33,1,30,2,2,40000,8,7,1,7,1,7
5,31,1,31,2,1,9999999,5,7,1,99,1,99
29,26,1,28,2,2,0,6,4,1,14,1,14
1,58,1,57,2,0,0,99,6,1,99,1,99
15,30,1,0,0,0,0,0,0,0,0,1,14
27,37,2,0,0,2,0,0,0,0,0,1,14
27,36,1,40,2,2,1439,4,5,1,4,1,4
27,33,2,0,0,0,0,0,0,0,0,1,4
29,58,1,56,2,1,0,99,4,1,15,1,15
29,76,1,78,2,0,0,4,4,1,21,1,21
29,41,1,38,2,3,85000,4,8,1,14,1,14
29,62,1,59,2,0,0,5,6,1,21,1,6
53,44,1,36,2,2,0,8,8,1,4,2,6
8,70,1,0,0,0,0,0,0,0,0,1,1
8,40,1,0,0,0,0,0,0,0,0,1,2
8,34,1,34,2,2,0,8,7,1,6,2,6
12,68,1,66,2,0,70000,4,3,1,19,2,19
17,70,1,67,2,0,0,4,4,2,10,2,10
24,71,1,63,2,1,0,99,4,2,4,2,4
51,74,2,0,0,0,0,0,0,0,0,1,10
26,63,2,0,0,0,0,0,0,0,0,1,13
29,67,1,55,2,1,300,4,4,1,6,1,6
29,38,1,31,2,3,0,6,7,1,15,1,15
2,33,1,31,2,2,52000,5,5,1,15,1,15
20,24,1,0,0,0,0,0,0,0,0,1,6
55,70,2,0,0,0,0,0,0,0,0,1,14
55,51,1,48,2,0,9999998,4,4,1,9,1,9
55,48,2,0,0,0,0,0,0,0,0,1,9
26,63,1,64,2,0,4600,7,7,1,14,1,14
18,60,1,0,0,0,0,0,0,0,0,1,10
18,56,2,0,0,0,0,0,0,0,0,1,14
26,39,1,34,2,2,0,4,4,1,6,1,6
6,31,1,30,2,1,80000,6,2,1,15,1,15
48,28,2,0,0,0,58000,0,0,0,0,1,1
18,25,1,0,0,0,0,0,0,0,0,1,3
24,38,1,36,2,3,12580,7,7,1,13,1,13
18,33,1,34,2,3,53920,7,7,1,15,1,15
8,34,1,28,2,0,74500,7,7,1,10,1,1
18,33,1,30,2,0,48000,7,7,1,10,1,1
6,73,1,0,0,0,0,0,0,0,0,1,9
6,78,1,70,2,0,0,2,1,1,13,1,4
6,56,1,51,2,3,220000,6,8,1,14,1,1
21,63,1,69,2,0,0,0,0,1,4,1,6
21,72,1,60,2,0,0,7,3,1,15,1,4
21,71,2,0,0,0,0,0,0,0,0,1,4
21,43,2,0,0,3,78000,0,0,0,0,1,4
45,39,1,42,2,1,150000,7,6,1,4,1,4
53,64,1,50,2,1,0,4,4,1,15,1,15
2,74,1,69,2,2,0,0,0,1,11,3,11
53,58,1,0,0,0,80000,0,0,0,0,1,14
53,57,1,0,0,0,0,0,0,0,0,1,1
53,27,1,26,2,0,83000,7,0,4,4,1,14
53,26,1,25,2,0,0,7,6,1,14,1,1
51,26,1,24,2,0,0,4,8,1,2,1,2
42,23,2,0,0,0,38000,0,0,0,0,1,1
53,67,1,60,2,0,228733,8,2,1,14,1,14
53,96,1,88,2,0,0,0,0,1,13,1,13
12,60,1,0,0,0,0,0,0,0,0,1,1
12,46,1,41,2,2,70000,99,2,1,14,1,14
36,26,1,24,2,0,0,8,6,1,1,1,1
36,50,1,44,2,0,9999998,4,4,1,1,1,1
6,54,2,0,0,0,0,0,0,0,0,1,3
37,59,1,0,0,0,0,0,0,0,0,1,6
48,58,1,57,2,0,0,99,3,1,6,1,4
48,37,2,0,0,2,42000,0,0,0,0,1,15
48,48,1,32,2,3,0,7,4,1,15,1,15
48,73,1,0,0,0,0,0,0,0,0,1,1
48,46,2,0,0,1,0,0,0,0,0,1,6
37,82,2,0,0,0,0,0,0,0,0,1,6
37,39,1,37,2,1,0,3,4,1,9,1,9
37,39,1,37,2,3,60000,4,4,1,15,1,15
12,48,1,43,2,0,117000,4,4,1,1,1,1
37,73,1,71,2,0,0,99,4,1,6,1,6
12,61,1,71,2,0,0,4,4,1,6,1,6
12,57,1,39,2,2,0,6,3,1,14,1,14
37,70,1,72,2,0,0,5,4,1,13,1,13
37,42,2,0,0,0,115000,0,0,0,0,1,2
13,37,1,33,2,1,130000,0,0,1,4,1,12
25,38,1,0,0,0,0,0,0,0,0,1,2
12,35,1,42,1,0,95000,7,4,1,3,1,3
25,66,1,70,2,0,0,5,4,1,4,1,4
25,32,1,32,2,1,100000,7,7,1,14,1,14
25,60,1,60,2,0,0,4,6,1,4,1,4
25,29,2,0,0,0,43780,0,0,0,0,1,3
25,60,1,68,2,0,60000,7,6,1,2,1,3
34,73,1,70,2,0,150000,0,0,1,16,1,16
34,70,1,68,2,0,1000,4,4,1,16,1,16
36,65,1,64,2,0,0,4,4,1,16,1,16
34,42,1,39,2,2,0,8,6,1,2,1,16
48,38,1,36,2,1,130000,7,7,1,16,1,16
34,37,2,0,0,0,97400,0,0,0,0,1,16
36,34,2,0,0,0,162000,0,0,0,0,1,16
36,33,1,0,0,0,250000,0,0,0,0,1,16
36,29,1,31,2,0,0,7,6,1,16,1,4
36,71,1,0,0,0,0,0,0,0,0,1,16
12,46,2,0,0,0,55000,0,0,0,0,1,16
36,40,2,0,0,0,0,0,0,0,0,1,2
34,39,1,39,2,3,0,0,0,4,16,1,16
36,37,1,0,0,0,140000,0,0,0,0,1,16
12,70,1,69,2,0,0,0,2,1,16,1,16
0,45,1,45,2,2,486336.28,8,7,1,16,1,16
11,43,1,38,2,1,0,7,8,1,16,1,16
12,41,1,44,2,0,36000,7,8,1,16,1,16
36,82,1,78,2,0,0,4,4,1,16,1,16
11,50,1,50,2,1,130000,8,7,1,16,1,16
6,27,1,26,2,0,250000,8,7,1,16,1,16
36,91,1,88,2,0,0,2,2,1,16,1,16
36,63,2,0,0,0,0,0,0,0,0,1,16
26,31,1,0,0,1,108000,0,0,0,0,1,16
36,28,1,0,0,0,150000,0,0,0,0,1,16
36,66,1,60,2,0,400000,6,8,1,16,1,16
36,32,1,32,2,1,0,4,8,1,16,1,16
36,33,1,32,2,2,0,8,8,1,16,1,16
12,89,1,86,2,0,0,4,2,1,16,1,16
12,60,1,0,0,0,0,0,0,0,0,1,16
36,40,2,0,0,0,60000,0,0,0,0,1,16
36,37,1,36,2,3,150000,6,6,1,16,1,16
12,66,1,64,2,0,9999999,4,4,1,16,1,16
12,62,1,60,2,0,150000,4,4,1,16,1,16
12,34,1,34,2,1,80000,7,6,1,16,1,16
32,76,1,77,2,0,0,2,2,1,4,1,4
32,52,2,0,0,0,4400,0,0,0,0,1,4
29,40,1,46,2,3,0,1,6,1,10,1,10
29,69,1,66,2,0,0,2,6,1,10,1,10
29,41,1,37,2,0,103500,4,8,1,10,1,10
39,92,2,0,0,0,0,0,0,0,0,1,13
37,71,1,59,2,0,0,5,5,1,99,1,13
20,38,1,37,2,1,0,4,4,1,14,1,14
41,30,1,26,2,0,0,7,4,1,15,1,1
12,38,1,33,2,1,120000,3,4,1,15,1,15
47,74,2,0,0,0,0,0,0,0,0,1,10
47,48,2,0,0,0,0,0,0,0,0,1,10
47,34,1,30,2,2,0,4,4,1,10,1,6
25,34,2,0,0,0,63000,0,0,0,0,1,4
34,61,1,57,2,0,120000,8,7,1,4,1,4
42,37,2,0,0,3,0,0,0,0,0,1,1
45,29,1,32,2,3,4400,6,4,1,15,1,15
13,70,1,65,2,0,0,99,5,1,4,1,4
13,48,1,48,2,0,0,7,4,1,14,1,14
18,66,2,0,0,2,0,0,0,0,0,2,6
18,29,1,29,2,3,0,4,7,2,6,2,6
53,68,1,0,0,0,205000,0,0,0,0,1,28
46,64,2,0,0,0,0,0,0,0,0,1,4
46,40,1,38,2,2,74000,8,4,1,4,1,4
55,32,1,32,2,1,28000,8,0,9,3,1,3
27,73,1,70,2,0,0,8,6,1,99,1,99
53,37,1,38,2,2,0,8,8,1,2,1,2
8,52,1,46,2,2,120000,8,8,1,3,1,3
53,45,1,35,2,3,0,8,8,1,99,1,99
27,66,1,63,2,0,0,8,7,1,9,1,9
27,41,1,37,2,2,0,99,6,1,9,1,9
24,28,2,0,0,0,65000,0,0,0,0,1,4
16,29,1,27,2,0,45000,6,8,1,1,1,1
25,81,1,77,2,0,0,4,4,1,99,1,99
25,53,1,0,0,0,0,0,0,0,0,1,16
24,49,1,48,2,1,307000,7,4,1,16,1,16
42,89,2,0,0,0,0,0,0,0,0,2,6
42,58,1,49,2,0,40000,4,4,2,14,2,14
51,60,1,56,2,0,0,4,7,2,14,2,14
51,62,1,0,0,0,0,0,0,0,0,2,6
51,50,1,55,2,0,0,4,4,2,6,2,6
26,77,1,66,2,0,0,4,4,1,6,1,6
26,53,1,52,2,2,122000,4,4,1,6,1,6
26,51,2,0,0,2,71000,0,0,0,0,1,6
26,21,1,0,0,0,0,0,0,0,0,1,3
26,78,1,79,2,0,0,5,4,1,6,1,6
26,54,2,0,0,0,49600,0,0,0,0,1,15
26,47,1,0,0,0,0,0,0,0,0,1,10
26,28,1,31,2,0,87000,8,0,4,3,1,10
26,59,1,57,2,0,0,2,6,1,10,1,10
26,53,1,49,2,0,0,3,5,1,15,1,15
26,57,1,60,2,0,0,5,6,1,99,1,99
26,41,1,30,2,1,9999999,4,6,1,4,1,4
26,30,1,26,2,4,0,4,4,1,1,1,1
26,25,1,22,2,1,60000,6,6,1,14,1,14
26,33,1,28,2,0,0,4,4,1,10,1,4
26,25,1,26,2,0,0,4,4,1,14,1,14
25,82,2,0,0,0,0,0,0,0,0,1,4
6,68,2,0,0,0,0,0,0,0,0,1,9
4,67,1,74,2,0,0,7,4,1,14,1,14
6,41,1,0,0,0,113000,0,0,0,0,1,15
6,34,1,36,2,1,0,4,99,1,20,1,1
48,57,1,54,2,0,77000,0,0,1,14,1,14
25,54,1,0,0,0,0,0,0,0,0,1,99
48,28,1,26,2,0,0,4,8,1,14,1,14
6,52,2,0,0,1,0,0,0,0,0,1,15
8,27,1,26,2,0,0,4,4,1,6,1,1
29,85,2,0,0,0,0,0,0,0,0,1,13
12,65,2,0,0,0,0,0,0,0,0,1,6
29,63,1,62,2,0,0,3,4,1,6,1,6
29,60,1,0,0,0,0,0,0,0,0,1,14
29,59,1,59,2,0,30000,5,4,1,1,1,1
29,56,1,57,2,0,0,4,4,1,14,1,14
29,54,2,0,0,0,0,0,0,0,0,1,14
12,49,1,45,2,0,160000,7,7,1,15,1,15
29,49,1,47,2,0,150000,4,4,1,15,1,15
12,45,1,0,0,0,0,0,0,0,0,1,6
29,48,2,0,0,0,0,0,0,0,0,1,14
29,44,1,0,0,0,100000,0,0,0,0,1,14
29,41,2,0,0,3,0,0,0,0,0,1,6
12,40,2,0,0,1,0,0,0,0,0,1,14
29,40,2,0,0,2,0,0,0,0,0,1,6
29,39,1,37,2,3,96000,5,5,1,6,1,6
29,38,1,39,2,2,52000,3,6,1,14,1,14
29,37,1,35,2,2,0,3,2,1,15,1,15
29,34,1,33,2,3,0,99,99,1,15,1,15
29,30,1,30,2,2,0,4,4,1,4,1,4
29,25,1,24,2,1,0,4,8,1,12,1,14
29,24,1,25,2,1,75000,4,7,1,14,1,14
8,23,1,0,0,0,0,0,0,0,0,1,15
20,23,2,0,0,0,0,0,0,0,0,1,1
29,44,2,0,0,1,0,0,0,0,0,9,99
29,41,1,40,2,4,0,4,4,1,15,1,15
29,44,1,38,2,2,0,1,1,1,14,1,6
20,29,1,29,2,0,52000,7,6,1,1,1,1
29,43,1,39,2,1,0,5,5,1,14,1,4
29,42,1,32,2,4,0,4,4,1,14,1,14
27,27,1,25,2,1,53000,4,4,1,14,1,14
12,89,2,0,0,0,0,0,0,0,0,1,4
25,39,1,0,0,0,0,0,0,0,0,1,14
25,35,2,0,0,6,0,0,0,0,0,1,6
25,40,1,38,2,1,0,7,8,1,1,1,1
39,92,1,0,0,0,0,0,0,0,0,1,4
39,55,2,0,0,0,0,0,0,0,0,1,4
39,54,1,48,2,1,0,3,3,1,1,1,4
41,66,1,62,2,0,0,4,4,1,14,1,14
41,39,2,0,0,2,0,0,0,0,0,1,1
17,83,1,78,2,0,0,2,3,1,4,1,4
17,59,1,0,0,0,0,0,0,0,0,1,14
48,37,1,35,2,1,0,4,4,1,14,1,14
48,31,2,0,0,0,0,0,0,0,0,1,14
48,57,1,57,2,0,140000,3,4,1,14,1,14
17,53,1,55,2,2,119000,4,4,1,4,1,4
17,78,1,72,2,0,0,4,4,1,4,1,4
12,46,1,42,2,2,106000,6,6,1,4,1,4
42,80,2,0,0,0,0,0,0,0,0,1,9
42,59,1,57,2,0,160000,4,6,1,9,1,9
42,55,2,0,0,0,0,0,0,0,0,1,1
42,47,2,0,0,0,40000,0,0,0,0,1,9
42,29,1,28,2,0,0,4,7,1,4,1,1
45,26,1,26,2,1,64000,7,4,1,14,1,14
1,43,1,43,2,2,59000,5,4,1,6,1,6
39,41,1,40,2,2,0,4,4,1,11,1,11
1,69,1,68,2,0,0,7,7,1,13,1,13
39,65,1,63,2,0,0,8,7,1,14,1,14
13,45,1,44,2,6,37500,6,7,1,12,1,12
1,87,2,0,0,0,0,0,0,0,0,1,16
1,65,2,0,0,0,0,0,0,0,0,1,16
13,68,1,66,2,0,40000,6,4,1,16,1,14
48,31,1,0,0,0,100000,0,0,0,0,1,1
12,65,1,62,2,0,0,2,2,1,16,1,6
1,43,1,39,2,3,80000,7,7,1,16,1,14
21,79,1,0,0,0,0,0,0,0,0,1,6
21,35,2,0,0,1,0,0,0,0,0,1,15
6,59,1,66,2,0,0,99,8,1,11,1,11
6,40,1,44,2,0,0,4,6,1,14,1,14
6,78,2,0,0,1,0,0,0,0,0,2,6
6,61,1,0,0,0,0,0,0,0,0,2,6
6,60,1,0,0,0,0,0,0,0,0,2,6
6,36,1,0,0,0,0,0,0,0,0,2,6
6,30,2,0,0,2,0,0,0,0,0,2,6
6,34,2,0,0,3,0,0,0,0,0,2,6
6,39,2,0,0,1,0,0,0,0,0,2,99
15,73,1,0,0,0,0,0,0,0,0,1,6
9,52,1,0,0,0,0,0,0,0,0,1,14
36,41,1,0,0,0,0,0,0,0,0,1,14
12,34,2,0,0,0,0,0,0,0,0,1,1
6,57,2,0,0,1,161000,0,0,0,0,1,1
36,39,1,38,2,2,59000,4,4,1,14,1,14
36,33,1,46,2,1,0,99,0,1,14,1,14
42,71,1,72,2,0,0,4,4,1,4,1,4
36,64,1,0,0,0,0,0,0,0,0,1,4
50,43,1,43,2,0,58700,7,4,1,1,1,1
24,39,1,38,2,1,125000,0,0,1,1,1,1
24,35,1,0,0,0,0,0,0,0,0,1,16
24,69,1,68,2,0,0,4,4,1,4,1,16
24,34,1,37,2,2,125000,8,8,1,1,1,4
5,26,2,0,0,0,65000,0,0,0,0,1,3
5,26,1,25,2,2,0,4,7,1,14,1,14
5,50,1,46,2,0,67000,4,3,1,6,1,6
5,55,1,45,2,0,106000,4,4,1,6,1,6
5,24,2,0,0,2,0,0,0,0,0,1,14
5,28,1,0,0,1,0,0,0,0,0,1,10
5,47,1,46,2,2,66000,7,7,1,15,1,15
48,74,1,69,2,0,0,8,4,1,13,1,15
0,37,1,37,2,2,240000,7,7,1,14,1,14
48,51,1,43,2,2,97500,7,7,1,10,1,1
21,71,2,0,0,0,0,0,0,0,0,1,15
54,45,2,55,2,0,34000,4,3,1,10,1,10
42,38,1,0,0,0,0,0,0,0,0,1,15
21,49,1,60,2,1,39000,4,4,1,15,1,15
37,44,1,44,2,2,130000,4,4,1,15,1,15
18,69,1,67,2,1,0,2,3,1,14,1,14
18,49,2,0,0,0,0,0,0,0,0,1,14
21,34,2,0,0,1,0,0,0,0,0,1,11
18,33,2,0,0,1,0,0,0,0,0,1,1
21,55,1,51,2,1,0,3,3,1,11,1,11
18,29,1,28,2,2,0,4,4,1,14,1,14
53,92,1,89,2,0,0,2,7,1,10,1,10
53,67,2,0,0,0,0,0,0,0,0,1,22
53,63,1,61,2,0,230000,4,4,1,15,1,15
17,55,1,56,2,0,136000,6,4,1,4,1,2
42,40,1,39,2,1,80000,7,8,1,16,1,16
53,35,1,26,2,1,150000,4,7,4,1,1,1
41,31,1,0,0,0,120000,0,0,0,0,1,1
53,31,1,26,2,0,0,7,7,1,22,1,1
17,29,1,30,2,2,95000,5,5,1,3,1,3
53,27,2,0,0,0,0,0,0,0,0,1,1
0,68,1,66,2,0,0,0,8,1,2,1,20
53,54,2,0,0,0,0,0,0,0,0,1,14
12,35,1,30,2,0,0,7,0,1,1,1,1
53,21,2,0,0,1,0,0,0,0,0,2,1
53,89,1,0,0,0,0,0,0,0,0,1,4
53,89,2,0,0,0,0,0,0,0,0,1,10
47,66,1,65,2,0,0,4,8,1,4,1,9
53,63,1,61,2,0,0,99,6,1,99,1,2
53,61,2,0,0,0,0,0,0,0,0,1,15
53,56,2,0,0,0,0,0,0,0,0,1,9
2,39,1,0,0,0,74000,0,0,0,0,1,1
53,38,1,43,2,1,0,5,6,1,1,1,1
53,37,1,28,2,2,100000,4,4,1,99,1,4
53,37,1,35,2,5,0,4,4,1,1,1,1
53,34,1,33,2,2,0,4,4,1,1,1,3
53,30,2,0,0,0,0,0,0,0,0,1,14
53,29,1,0,0,0,60000,0,0,0,0,1,2
53,26,1,24,2,0,76000,7,7,1,4,1,1
30,64,1,61,2,0,0,4,4,1,9,1,9
47,36,1,35,2,2,180000,2,2,1,1,1,1
30,27,1,28,2,1,0,5,4,1,1,1,1
12,72,1,63,2,0,0,99,99,1,6,1,1
12,39,1,44,2,1,0,8,4,1,3,1,2
41,53,1,50,2,0,0,4,4,1,1,1,1
41,70,1,58,2,0,0,2,3,1,10,1,10
41,45,1,38,2,3,0,8,7,1,15,1,1
41,71,1,66,2,0,0,2,3,1,9,1,6
41,41,1,42,2,2,135000,0,0,1,1,1,21
17,79,1,0,0,0,0,0,0,0,0,1,15
17,55,1,54,2,0,0,4,4,1,99,1,99
17,24,1,27,2,1,4600,4,4,1,6,1,6
21,34,1,29,2,2,0,4,4,1,14,1,14
34,65,2,0,0,0,53000,0,0,0,0,2,1
34,61,2,0,0,0,66000,0,0,0,0,2,1
34,56,2,0,0,0,0,0,0,0,0,2,6
24,55,1,0,0,0,0,0,0,0,0,2,1
34,51,1,48,2,0,9999998,4,3,2,14,2,14
34,49,1,0,0,0,0,0,0,0,0,2,14
34,47,2,0,0,3,66000,0,0,0,0,2,1
34,41,1,0,0,0,0,0,0,0,0,2,15
34,36,2,0,0,0,0,0,0,0,0,2,14
34,35,1,29,2,5,0,2,7,2,15,2,15
34,33,1,0,0,0,98000,0,0,0,0,2,1
37,29,1,29,2,3,0,6,3,2,1,2,1
20,28,2,0,0,0,32000,0,0,0,0,2,18
34,20,1,0,0,0,0,0,0,0,0,2,15
34,65,1,63,2,0,0,5,3,2,14,2,14
6,37,1,42,2,0,170000,7,6,2,1,2,1
34,67,2,0,0,0,0,0,0,0,0,2,6
5,31,1,37,2,2,68000,4,4,1,14,1,14
5,36,1,30,2,2,35000,4,4,1,6,1,6
21,59,1,52,2,0,91700,4,4,1,4,1,31
4,70,1,70,2,0,0,8,8,1,14,1,14
36,71,1,0,0,0,0,0,0,0,0,1,12
36,43,1,37,2,1,0,4,4,1,1,1,1
36,83,2,0,0,0,0,0,0,0,0,2,6
36,56,2,0,0,0,0,0,0,0,0,2,99
36,53,2,0,0,0,0,0,0,0,0,2,6
13,40,1,40,2,3,0,99,99,2,7,2,7
36,38,2,0,0,0,38000,0,0,0,0,2,6
36,34,1,35,2,3,0,3,99,2,99,2,99
36,32,1,0,0,3,0,0,0,0,0,2,1
36,31,1,0,0,0,0,0,0,0,0,2,4
36,29,1,0,0,0,0,0,0,0,0,2,4
36,28,1,26,2,2,0,5,3,2,1,2,1
36,28,1,0,0,0,0,0,0,0,0,2,1
13,24,2,0,0,2,0,0,0,0,0,2,1
36,31,2,0,0,3,0,0,0,0,0,2,1
