STATE,AGE.REFP,SEX.REFP,AGE.SPOUSE,SEX.SPOUSE,NUM.CHILD,SALARY,EDU.FATHER,EDU.MOTHER,RACE.SPOUSE,RELIGION.SPOUSE,RACE.REFP,RELIGION.REFP
37,47,1,54,2,0,62000,4,4,2,14,2,14
37,39,1,0,0,0,0,0,0,0,0,2,10
37,68,1,67,2,0,0,2,3,2,6,2,6
37,41,2,0,0,1,0,0,0,0,0,2,6
37,50,1,44,2,0,65000,6,7,2,6,2,6
37,45,1,0,0,0,0,0,0,0,0,2,6
37,47,1,50,2,0,103000,4,4,2,8,2,1
37,77,1,66,2,0,0,3,3,2,15,2,6
48,41,2,0,0,1,48500,0,0,0,0,2,15
37,27,1,24,2,0,0,7,4,2,8,2,8
37,63,1,0,0,0,0,0,0,0,0,2,6
37,58,1,0,0,0,0,0,0,0,0,2,6
37,52,1,56,2,0,0,1,4,2,6,2,6
37,55,1,0,0,0,0,0,0,0,0,2,6
37,44,1,0,0,0,0,0,0,0,0,2,6
37,31,2,0,0,3,0,0,0,0,0,2,1
37,68,1,65,2,0,0,2,3,2,6,2,6
37,63,1,56,2,0,0,3,3,2,6,2,6
37,69,1,58,2,0,0,3,3,2,6,2,6
37,47,2,0,0,1,0,0,0,0,0,2,15
37,32,1,36,2,2,0,4,3,1,14,2,14
37,66,1,54,2,0,0,2,2,2,6,2,6
37,66,2,0,0,0,183,0,0,0,0,2,12
37,64,1,66,2,0,0,1,3,2,6,2,6
37,62,1,69,2,0,0,99,99,1,6,2,6
37,59,1,0,0,0,0,0,0,0,0,2,6
37,58,1,63,2,0,0,0,0,2,6,2,6
37,56,2,0,0,0,0,0,0,0,0,2,6
37,55,1,0,0,0,0,0,0,0,0,2,6
53,49,1,50,2,0,0,0,0,2,14,2,14
37,45,2,0,0,0,95000,0,0,0,0,2,11
37,43,1,46,2,0,2500,4,4,2,6,2,6
37,43,1,41,2,5,0,4,6,2,14,2,14
37,36,1,0,0,2,0,0,0,0,0,2,1
37,32,1,31,2,2,0,7,7,1,14,1,14
37,37,1,35,2,2,0,4,4,2,6,2,6
37,25,2,0,0,0,0,0,0,0,0,2,11
37,72,1,67,2,0,0,2,2,2,6,2,6
37,70,1,69,2,0,0,3,3,2,6,2,6
37,41,1,0,0,0,0,0,0,0,0,2,14
13,28,1,0,0,0,0,0,0,0,0,2,6
13,27,2,0,0,1,0,0,0,0,0,2,14
49,24,1,0,0,0,0,0,0,0,0,2,21
37,25,1,23,2,0,0,4,4,2,14,2,14
37,33,1,35,2,0,0,7,6,2,14,2,14
37,35,2,0,0,5,0,0,0,0,0,2,10
37,45,1,33,2,4,0,7,4,2,15,2,15
51,31,1,29,2,1,45000,7,2,2,14,2,14
37,30,1,34,2,3,0,6,4,2,12,2,12
45,58,2,0,0,0,0,0,0,0,0,2,10
12,47,1,54,2,1,0,99,4,2,6,2,6
45,35,1,35,2,1,0,99,6,2,6,2,6
45,34,1,0,0,0,0,0,0,0,0,2,14
45,26,1,0,0,2,0,0,0,0,0,2,99
45,24,2,0,0,1,0,0,0,0,0,2,6
45,46,2,0,0,0,0,0,0,0,0,2,6
45,62,1,60,2,0,0,1,2,2,99,2,99
12,71,1,66,2,0,0,1,1,2,15,2,15
12,48,1,0,0,0,0,0,0,0,0,2,14
12,43,2,0,0,0,0,0,0,0,0,2,14
12,52,1,46,2,2,0,2,5,2,99,2,99
6,56,1,47,2,0,0,8,2,2,15,2,15
6,27,1,26,2,0,0,4,8,2,14,2,14
42,68,1,62,2,0,0,4,4,2,6,2,6
42,56,2,0,0,0,0,0,0,0,0,2,6
34,37,1,33,2,0,0,0,4,2,6,2,6
42,31,2,0,0,2,0,0,0,0,0,2,14
42,33,1,34,2,2,0,4,2,2,14,2,14
36,31,1,0,0,2,0,0,0,0,0,2,15
13,72,2,0,0,2,0,0,0,0,0,2,10
13,30,1,0,0,0,0,0,0,0,0,2,6
13,49,1,51,2,0,1500,2,2,2,10,2,1
13,35,1,0,0,0,62000,0,0,0,0,2,15
8,65,1,0,0,0,0,0,0,0,0,2,6
8,31,2,0,0,0,49000,0,0,0,0,1,1
8,62,2,0,0,0,0,0,0,0,0,1,4
8,40,1,0,0,1,67000,0,0,0,0,1,1
45,72,2,0,0,0,0,0,0,0,0,2,6
34,53,2,0,0,0,75393,0,0,0,0,2,15
45,45,1,37,2,2,0,4,4,2,6,2,6
45,33,2,0,0,1,0,0,0,0,0,2,6
34,31,2,0,0,3,38000,0,0,0,0,2,1
45,38,1,0,0,0,0,0,0,0,0,2,15
45,55,1,52,2,0,0,4,3,9,15,9,15
45,63,2,0,0,0,0,0,0,0,0,2,6
45,44,2,0,0,0,0,0,0,0,0,2,14
45,39,1,38,2,1,0,5,5,2,14,2,14
45,21,2,0,0,0,0,0,0,0,0,2,14
45,59,1,0,0,0,0,0,0,0,0,2,6
45,51,1,0,0,0,0,0,0,0,0,2,6
45,29,2,0,0,0,22201,0,0,0,0,2,1
45,28,1,0,0,0,0,0,0,0,0,2,10
45,25,1,0,0,0,0,0,0,0,0,2,10
45,25,1,0,0,0,0,0,0,0,0,2,10
45,41,1,51,2,0,1600,4,4,2,6,2,6
37,96,1,0,0,1,0,0,0,0,0,2,30
37,69,1,66,2,2,0,4,2,2,10,2,6
37,68,1,68,2,0,0,4,4,2,6,2,6
37,64,1,0,0,0,0,0,0,0,0,2,99
37,60,2,0,0,0,0,0,0,0,0,2,6
37,59,1,0,0,0,0,0,0,0,0,2,1
37,57,2,0,0,0,0,0,0,0,0,2,6
37,54,1,0,0,0,0,0,0,0,0,2,6
37,43,1,0,0,0,0,0,0,0,0,2,6
37,40,2,0,0,1,0,0,0,0,0,2,10
37,36,1,0,0,0,0,0,0,0,0,2,14
37,33,1,0,0,0,0,0,0,0,0,2,6
37,32,1,0,0,0,0,0,0,0,0,2,99
37,32,2,0,0,1,0,0,0,0,0,2,6
51,31,2,0,0,0,55000,0,0,0,0,2,14
37,30,2,0,0,0,0,0,0,0,0,2,6
37,24,2,0,0,0,0,0,0,0,0,2,6
37,22,1,0,0,0,0,0,0,0,0,2,1
37,63,1,61,2,1,0,2,2,2,6,2,6
37,57,1,56,2,0,0,2,2,2,6,2,6
37,66,1,66,2,0,0,2,2,2,6,2,6
45,59,1,53,2,0,0,4,4,2,6,2,10
37,39,1,31,2,0,0,4,5,2,6,2,6
37,68,1,0,0,0,0,0,0,0,0,2,6
37,57,1,57,2,0,0,5,4,2,10,2,10
37,51,2,0,0,0,0,0,0,0,0,2,6
37,36,1,32,2,2,0,4,4,2,6,2,6
37,33,1,0,0,1,0,0,0,0,0,2,6
37,33,1,47,2,1,0,0,2,1,17,2,6
37,30,2,0,0,0,0,0,0,0,0,2,6
37,30,1,0,0,0,0,0,0,0,0,2,1
37,29,2,0,0,1,0,0,0,0,0,2,14
37,23,2,0,0,1,0,0,0,0,0,2,6
37,43,2,0,0,2,0,0,0,0,0,2,1
37,39,1,39,2,1,0,6,4,2,6,2,17
37,34,1,37,2,0,0,7,7,2,6,2,10
37,28,2,0,0,7,0,0,0,0,0,2,14
37,42,1,38,2,1,0,5,5,2,6,2,6
37,55,1,0,0,0,0,0,0,0,0,2,30
37,40,2,0,0,0,0,0,0,0,0,2,14
37,35,1,0,0,0,0,0,0,0,0,2,15
37,66,1,66,2,0,0,2,3,2,11,2,15
37,76,1,61,2,0,0,0,0,2,30,9,30
28,84,2,0,0,0,0,0,0,0,0,2,6
28,60,2,0,0,1,0,0,0,0,0,2,6
28,51,2,0,0,0,0,0,0,0,0,2,14
28,43,1,0,0,0,400,0,0,0,0,2,14
28,40,1,0,0,0,0,0,0,0,0,2,99
28,41,2,0,0,4,0,0,0,0,0,2,6
28,39,1,37,2,2,0,4,3,2,6,2,6
28,38,1,0,0,0,0,0,0,0,0,2,6
28,36,1,0,0,0,0,0,0,0,0,2,14
13,34,1,0,0,0,0,0,0,0,0,2,6
28,60,1,60,2,0,0,4,4,2,6,2,6
28,18,1,0,0,0,0,0,0,0,0,2,14
28,38,1,32,2,1,0,6,4,2,6,2,6
28,82,2,0,0,0,0,0,0,0,0,2,6
28,63,2,0,0,0,0,0,0,0,0,2,20
28,59,1,56,2,0,42000,4,4,2,15,2,15
28,57,1,45,2,1,55000,4,7,2,15,2,15
28,54,1,0,0,0,32900,0,0,0,0,2,15
28,51,2,0,0,0,0,0,0,0,0,2,6
28,37,1,0,0,1,38000,0,0,0,0,2,14
28,32,2,0,0,0,35000,0,0,0,0,2,15
28,30,1,0,0,1,0,0,0,0,0,2,6
28,24,2,0,0,2,0,0,0,0,0,2,14
28,23,2,0,0,0,0,0,0,0,0,2,14
28,55,1,56,2,0,3700,4,4,2,11,2,6
28,37,1,36,2,1,0,4,4,2,15,2,15
6,61,1,62,2,0,1800,0,0,1,6,2,6
28,59,2,0,0,0,0,0,0,0,0,2,6
13,58,2,0,0,0,9999999,0,0,0,0,2,6
28,56,2,0,0,0,0,0,0,0,0,2,6
28,42,1,0,0,0,0,0,0,0,0,2,4
28,40,2,0,0,1,0,0,0,0,0,2,6
34,38,2,0,0,2,25000,0,0,0,0,2,20
28,37,2,0,0,2,53000,0,0,0,0,2,1
22,39,1,40,2,0,0,99,4,2,14,2,14
28,35,2,0,0,0,0,0,0,0,0,2,15
28,34,2,0,0,1,0,0,0,0,0,2,15
13,33,1,0,0,0,0,0,0,0,0,2,6
28,30,2,0,0,3,0,0,0,0,0,2,6
6,33,1,0,0,0,0,0,0,0,0,1,12
28,24,2,0,0,2,0,0,0,0,0,2,6
28,22,1,0,0,0,0,0,0,0,0,2,14
28,22,2,0,0,1,0,0,0,0,0,2,15
28,19,1,0,0,0,0,0,0,0,0,2,6
28,35,2,0,0,2,68000,0,0,0,0,2,1
37,41,1,41,2,3,0,6,4,2,15,2,15
28,44,1,0,0,0,0,0,0,0,0,2,6
6,24,1,0,0,0,0,0,0,0,0,7,99
28,70,2,0,0,2,190,0,0,0,0,2,6
28,64,1,40,2,1,100000,4,7,2,6,2,6
28,38,1,37,2,1,0,3,4,2,6,2,6
28,27,2,0,0,2,0,0,0,0,0,2,15
28,66,1,61,2,0,0,99,4,2,6,2,6
13,52,2,0,0,1,0,0,0,0,0,2,6
48,37,2,0,0,0,0,0,0,0,0,2,6
28,30,1,0,0,0,0,0,0,0,0,2,6
28,59,2,0,0,0,0,0,0,0,0,2,6
28,38,1,39,2,3,0,99,4,2,6,2,6
28,34,1,0,0,0,0,0,0,0,0,2,6
28,33,2,0,0,3,0,0,0,0,0,2,6
28,32,1,0,0,0,0,0,0,0,0,2,6
28,30,2,0,0,0,0,0,0,0,0,2,6
28,28,2,0,0,3,0,0,0,0,0,2,6
48,27,2,0,0,3,0,0,0,0,0,2,6
48,26,2,0,0,1,0,0,0,0,0,2,1
28,32,2,0,0,5,0,0,0,0,0,2,6
28,19,2,0,0,1,0,0,0,0,0,2,6
13,27,1,0,0,0,0,0,0,0,0,2,14
13,47,1,0,0,0,0,0,0,0,0,2,6
17,69,2,0,0,0,0,0,0,0,0,2,1
17,53,2,0,0,0,0,0,0,0,0,2,15
17,46,1,41,2,2,0,4,0,1,4,2,4
19,36,1,36,2,1,0,99,4,2,1,2,1
17,30,2,0,0,0,0,0,0,0,0,2,15
17,25,2,0,0,3,0,0,0,0,0,2,4
17,29,2,0,0,2,68000,0,0,0,0,2,14
17,27,2,0,0,0,0,0,0,0,0,2,1
19,29,1,0,0,0,0,0,0,0,0,2,1
17,74,1,71,2,0,0,1,3,2,6,2,6
17,64,2,0,0,0,0,0,0,0,0,2,6
17,35,2,0,0,1,0,0,0,0,0,2,6
17,34,1,0,0,0,0,0,0,0,0,2,6
26,65,1,0,0,0,130000,0,0,0,0,2,1
26,41,1,42,2,2,65800,4,4,2,6,2,6
26,31,2,0,0,3,0,0,0,0,0,2,6
13,26,1,0,0,1,0,0,0,0,0,2,14
26,40,1,39,2,2,60000,7,7,2,6,2,6
42,65,2,0,0,0,0,0,0,0,0,2,1
42,43,2,0,0,0,0,0,0,0,0,3,1
42,28,2,0,0,0,0,0,0,0,0,2,1
34,39,1,0,0,1,0,0,0,0,0,2,6
42,36,1,40,2,3,400,5,6,2,6,2,17
42,33,1,0,0,0,0,0,0,0,0,2,18
34,63,1,63,2,0,0,2,2,2,6,2,6
34,36,2,0,0,4,0,0,0,0,0,2,15
34,34,2,0,0,1,0,0,0,0,0,2,99
42,63,1,0,0,0,0,0,0,0,0,2,6
11,32,1,0,0,0,99000,0,0,0,0,2,14
42,69,1,64,2,0,0,2,5,2,4,2,4
42,40,2,0,0,1,0,0,0,0,0,2,4
42,56,2,0,0,0,0,0,0,0,0,2,1
42,33,2,0,0,3,0,0,0,0,0,2,17
42,29,2,0,0,4,0,0,0,0,0,2,1
42,28,1,0,0,0,39000,0,0,0,0,2,1
37,29,2,0,0,0,0,0,0,0,0,2,6
37,27,1,0,0,0,0,0,0,0,0,2,6
37,26,1,23,2,3,0,4,4,2,6,2,6
37,39,2,0,0,1,0,0,0,0,0,2,14
37,38,2,0,0,0,56000,0,0,0,0,2,6
37,36,2,0,0,1,0,0,0,0,0,2,14
28,36,2,0,0,1,0,0,0,0,0,2,6
28,35,2,0,0,0,0,0,0,0,0,2,11
28,43,2,0,0,1,0,0,0,0,0,2,1
28,29,1,27,2,2,0,6,6,1,14,2,14
6,36,1,37,2,2,56000,3,6,2,1,2,6
28,33,2,0,0,1,0,0,0,0,0,2,6
48,24,1,0,0,1,0,0,0,0,0,2,11
32,23,2,0,0,0,0,0,0,0,0,2,6
28,49,1,0,0,0,0,0,0,0,0,2,6
26,82,2,0,0,0,0,0,0,0,0,2,13
26,67,2,0,0,0,0,0,0,0,0,2,15
26,63,1,62,2,0,0,4,4,2,11,2,11
36,34,1,0,0,0,60000,0,0,0,0,2,15
26,30,1,31,2,3,0,3,4,1,15,2,15
0,34,1,51,2,1,54000,5,6,2,15,7,15
26,46,2,0,0,2,0,0,0,0,0,2,6
47,46,2,0,0,0,0,0,0,0,0,2,6
47,28,1,0,0,0,0,0,0,0,0,2,6
26,28,2,0,0,0,0,0,0,0,0,2,6
26,26,1,0,0,0,0,0,0,0,0,2,2
47,25,2,0,0,2,0,0,0,0,0,2,6
26,24,1,0,0,0,0,0,0,0,0,2,6
26,46,2,0,0,0,0,0,0,0,0,2,6
26,85,1,60,2,0,0,99,1,2,6,2,6
26,27,1,28,2,1,0,4,4,2,14,2,14
26,55,2,0,0,0,0,0,0,0,0,2,6
26,49,1,0,0,1,0,0,0,0,0,2,6
26,28,2,0,0,2,0,0,0,0,0,2,15
26,35,1,34,2,4,0,4,4,2,14,2,1
26,39,2,0,0,0,0,0,0,0,0,2,6
26,51,2,0,0,1,0,0,0,0,0,1,15
26,21,1,0,0,0,0,0,0,0,0,2,2
26,31,1,32,2,2,0,3,4,2,14,2,14
29,55,1,59,2,0,0,99,99,2,15,2,15
29,39,1,0,0,0,0,0,0,0,0,2,15
29,38,2,0,0,2,0,0,0,0,0,2,13
29,36,2,0,0,3,0,0,0,0,0,2,14
34,28,1,29,2,0,1300,6,6,2,1,2,1
29,31,1,30,2,3,0,2,4,2,6,2,6
27,44,2,0,0,0,0,0,0,0,0,2,15
27,40,2,0,0,7,0,0,0,0,0,2,1
27,39,1,0,0,0,0,0,0,0,0,7,17
27,34,2,0,0,0,0,0,0,0,0,2,99
27,25,2,0,0,2,0,0,0,0,0,1,15
27,23,1,0,0,1,0,0,0,0,0,2,17
48,22,1,0,0,1,0,0,0,0,0,1,2
48,20,1,0,0,0,0,0,0,0,0,1,14
27,22,2,0,0,1,0,0,0,0,0,2,15
48,61,2,0,0,0,0,0,0,0,0,2,6
29,56,1,0,0,0,0,0,0,0,0,2,6
48,43,2,0,0,1,42000,0,0,0,0,2,1
29,37,2,0,0,4,0,0,0,0,0,2,1
48,35,2,0,0,0,0,0,0,0,0,2,1
48,33,2,0,0,1,0,0,0,0,0,2,1
48,27,2,0,0,0,0,0,0,0,0,2,14
48,26,1,0,0,0,0,0,0,0,0,2,14
29,26,2,0,0,0,0,0,0,0,0,2,1
29,28,2,0,0,1,0,0,0,0,0,2,6
13,35,2,0,0,4,0,0,0,0,0,2,14
13,31,1,29,2,0,0,0,0,4,17,2,3
13,30,2,0,0,2,0,0,0,0,0,2,1
13,29,1,28,2,0,180000,7,7,2,14,2,14
13,25,2,0,0,2,600,0,0,0,0,2,14
13,60,1,58,2,1,0,5,2,2,8,2,1
13,65,1,53,2,1,0,3,2,2,15,2,15
12,70,2,0,0,0,0,0,0,0,0,2,6
12,68,2,0,0,3,23000,0,0,0,0,2,6
12,65,1,0,0,0,0,0,0,0,0,2,6
12,58,1,57,2,0,0,99,99,9,6,2,6
12,53,2,0,0,0,0,0,0,0,0,2,6
12,74,2,0,0,0,0,0,0,0,0,2,6
12,48,2,0,0,1,52000,0,0,0,0,2,6
24,46,1,47,2,2,0,6,6,2,6,2,6
24,42,1,0,0,1,0,0,0,0,0,2,6
12,41,1,33,2,3,55362,7,7,2,6,2,6
24,40,2,0,0,1,75000,0,0,0,0,2,6
12,36,2,0,0,1,0,0,0,0,0,2,6
12,46,1,0,0,0,0,0,0,0,0,2,6
12,27,1,0,0,0,0,0,0,0,0,2,1
12,55,1,48,2,0,0,5,7,2,6,2,6
24,40,1,38,2,2,0,4,4,2,6,2,6
12,41,1,40,2,2,0,4,4,1,14,2,14
12,26,2,0,0,3,0,0,0,0,0,2,14
24,67,1,60,2,0,0,4,4,1,31,2,31
42,64,2,0,0,0,0,0,0,0,0,2,15
21,63,1,0,0,0,0,0,0,0,0,2,15
21,61,1,0,0,0,0,0,0,0,0,2,15
42,58,2,0,0,0,0,0,0,0,0,2,15
37,46,1,49,2,1,1400,4,8,2,11,2,15
42,41,1,0,0,2,0,0,0,0,0,2,14
37,40,1,40,2,2,0,7,4,2,15,2,1
21,38,1,39,2,2,0,4,6,2,2,2,1
24,34,2,0,0,0,0,0,0,0,0,2,1
21,42,1,0,0,0,0,0,0,0,0,2,15
21,26,2,0,0,0,0,0,0,0,0,2,1
21,48,2,0,0,2,60000,0,0,0,0,2,6
21,33,2,0,0,2,0,0,0,0,0,2,14
21,29,2,26,2,1,0,4,7,1,2,7,15
48,29,1,43,2,3,40000,6,4,2,1,2,1
42,57,1,44,2,1,0,7,7,2,15,1,15
51,48,1,0,0,2,119500,0,0,0,0,2,3
51,68,1,68,2,0,0,4,4,2,14,2,14
48,58,1,58,2,2,0,99,99,2,14,2,14
48,57,1,59,2,0,0,99,99,2,6,2,6
25,56,1,0,0,0,0,0,0,0,0,2,6
48,55,1,0,0,0,0,0,0,0,0,2,6
48,53,2,0,0,0,0,0,0,0,0,2,6
48,34,1,0,0,0,0,0,0,0,0,2,6
48,31,1,0,0,1,0,0,0,0,0,2,14
48,29,2,0,0,1,0,0,0,0,0,2,1
48,28,2,0,0,2,0,0,0,0,0,2,6
48,55,2,0,0,0,0,0,0,0,0,2,6
48,34,2,0,0,3,0,0,0,0,0,2,15
12,38,1,0,0,0,0,0,0,0,0,2,6
48,32,2,0,0,1,0,0,0,0,0,1,6
24,61,2,0,0,0,77000,0,0,0,0,2,1
24,40,1,41,2,2,100000,6,8,2,15,2,3
22,92,2,0,0,0,0,0,0,0,0,2,6
22,68,2,0,0,0,0,0,0,0,0,2,6
22,65,2,0,0,0,0,0,0,0,0,2,6
22,58,1,0,0,0,0,0,0,0,0,2,1
22,45,2,0,0,0,0,0,0,0,0,2,6
18,44,2,0,0,0,500,0,0,0,0,2,14
22,51,1,0,0,0,0,0,0,0,0,2,6
22,39,2,0,0,0,0,0,0,0,0,2,6
48,33,2,0,0,0,0,0,0,0,0,2,6
18,26,1,0,0,0,0,0,0,0,0,2,20
13,25,2,0,0,1,0,0,0,0,0,2,1
48,24,2,0,0,0,0,0,0,0,0,2,6
18,22,2,0,0,2,0,0,0,0,0,2,15
22,29,2,0,0,4,0,0,0,0,0,2,1
42,36,2,0,0,4,0,0,0,0,0,2,1
42,30,1,0,0,0,0,0,0,0,0,2,1
48,73,2,0,0,0,0,0,0,0,0,2,6
48,61,2,0,0,0,0,0,0,0,0,2,15
48,55,2,0,0,3,0,0,0,0,0,2,6
48,48,2,0,0,2,0,0,0,0,0,2,6
48,44,1,0,0,0,0,0,0,0,0,2,99
48,35,1,0,0,0,0,0,0,0,0,2,15
48,43,1,40,2,0,0,4,4,2,1,2,6
48,29,1,0,0,0,52000,0,0,0,0,2,14
48,29,1,26,2,2,0,6,8,2,6,2,6
48,33,1,26,2,1,0,5,6,2,15,2,6
48,66,1,71,2,0,0,4,4,2,6,2,6
18,76,2,0,0,0,0,0,0,0,0,2,6
1,61,2,0,0,0,0,0,0,0,0,2,14
18,41,1,0,0,0,0,0,0,0,0,2,6
13,34,2,0,0,1,0,0,0,0,0,2,14
13,44,1,45,2,1,0,4,2,2,14,2,1
48,28,2,0,0,0,0,0,0,0,0,2,6
48,70,1,61,2,0,12000,2,3,2,6,2,6
22,38,1,34,2,1,72000,4,4,2,6,2,6
26,58,1,0,0,0,0,0,0,0,0,2,6
26,39,2,0,0,0,0,0,0,0,0,2,17
26,36,1,49,2,0,0,4,4,2,99,2,14
26,31,1,27,2,1,0,99,99,2,99,2,1
26,37,2,0,0,0,0,0,0,0,0,2,15
24,35,1,0,0,2,0,0,0,0,0,2,99
24,34,1,30,2,3,0,4,99,2,14,2,14
24,32,2,0,0,1,0,0,0,0,0,2,14
24,28,2,0,0,2,0,0,0,0,0,2,1
24,27,1,0,0,0,0,0,0,0,0,2,99
24,26,2,0,0,2,0,0,0,0,0,2,1
24,57,1,0,0,1,9999998,0,0,0,0,2,99
24,28,1,25,2,1,0,99,4,2,1,2,1
24,59,2,0,0,0,0,0,0,0,0,2,6
24,44,2,0,0,0,0,0,0,0,0,2,6
24,43,1,0,0,0,0,0,0,0,0,2,1
24,41,2,0,0,2,0,0,0,0,0,2,14
24,23,1,0,0,1,0,0,0,0,0,2,14
24,37,2,0,0,5,0,0,0,0,0,2,15
24,46,1,45,2,1,0,99,99,2,1,2,1
39,60,1,0,0,0,0,0,0,0,0,2,14
36,37,1,0,0,1,0,0,0,0,0,1,17
39,51,2,0,0,3,0,0,0,0,0,2,1
34,48,1,45,2,3,0,4,5,2,1,2,1
34,40,2,0,0,1,73000,0,0,0,0,2,6
37,38,1,39,2,5,48000,0,0,2,14,2,1
42,46,1,41,2,6,0,4,4,2,6,2,6
36,77,2,0,0,0,0,0,0,0,0,2,6
9,81,2,0,0,0,0,0,0,0,0,2,4
9,32,2,0,0,2,0,0,0,0,0,2,4
36,60,1,0,0,0,0,0,0,0,0,2,6
36,30,2,0,0,3,0,0,0,0,0,2,6
36,35,1,0,0,0,0,0,0,0,0,2,1
36,57,1,57,2,0,80000,0,0,2,6,2,6
36,30,2,0,0,2,0,0,0,0,0,1,4
37,76,1,69,2,0,0,99,99,2,6,2,6
37,50,1,50,2,0,0,7,7,2,6,2,6
37,44,1,44,2,0,0,4,4,2,6,2,21
42,48,1,0,0,0,0,0,0,0,0,2,1
42,36,2,0,0,0,30000,0,0,0,0,2,2
42,59,2,0,0,0,0,0,0,0,0,2,14
42,47,1,0,0,0,0,0,0,0,0,2,14
34,60,1,61,2,1,9999999,4,5,2,6,2,6
29,57,2,0,0,0,0,0,0,0,0,2,6
29,37,1,35,2,2,0,4,4,2,6,2,6
29,30,2,0,0,2,0,0,0,0,0,2,6
17,29,1,29,2,3,0,4,3,2,1,2,1
17,59,2,0,0,0,0,0,0,0,0,2,14
19,41,2,0,0,1,0,0,0,0,0,2,14
19,38,2,0,0,2,0,0,0,0,0,2,1
27,35,2,0,0,3,0,0,0,0,0,2,1
48,61,2,0,0,0,0,0,0,0,0,2,6
0,31,2,0,0,2,0,0,0,0,0,2,6
48,31,2,0,0,0,0,0,0,0,0,2,6
12,83,1,81,2,0,0,99,99,2,14,2,14
37,64,1,0,0,0,0,0,0,0,0,2,10
37,61,2,0,0,0,0,0,0,0,0,2,1
54,58,1,0,0,0,0,0,0,0,0,2,6
21,52,1,0,0,0,0,0,0,0,0,2,6
37,51,2,0,0,0,27000,0,0,0,0,2,6
13,48,2,0,0,0,0,0,0,0,0,2,6
37,43,2,0,0,0,0,0,0,0,0,2,15
37,36,1,32,2,5,0,4,4,2,14,2,14
37,33,2,0,0,1,41000,0,0,0,0,2,14
37,31,1,0,0,0,0,0,0,0,0,2,10
13,28,2,0,0,2,0,0,0,0,0,2,1
24,25,2,0,0,2,0,0,0,0,0,2,6
37,25,1,0,0,0,0,0,0,0,0,2,6
37,23,2,0,0,0,0,0,0,0,0,2,14
37,65,2,0,0,1,0,0,0,0,0,2,10
37,56,1,56,2,0,0,99,99,2,6,2,6
21,27,2,0,0,3,0,0,0,0,0,1,14
37,39,1,33,2,0,0,4,4,2,6,2,6
13,29,1,28,2,3,0,4,4,2,14,2,14
37,72,2,0,0,1,0,0,0,0,0,2,6
37,64,2,0,0,0,1500,0,0,0,0,2,6
45,58,1,0,0,0,0,0,0,0,0,2,6
37,38,1,0,0,0,4000,0,0,0,0,2,6
13,32,2,0,0,1,61000,0,0,0,0,2,6
37,34,1,34,2,3,0,4,7,2,6,2,6
37,34,2,0,0,2,0,0,0,0,0,2,6
37,73,2,0,0,0,0,0,0,0,0,2,6
37,56,2,0,0,1,0,0,0,0,0,2,1
37,53,1,0,0,0,0,0,0,0,0,2,1
37,50,2,0,0,0,0,0,0,0,0,2,6
37,48,2,0,0,0,65000,0,0,0,0,2,11
37,46,1,32,2,1,0,4,4,1,14,2,14
37,49,2,0,0,0,75000,0,0,0,0,2,6
37,42,1,0,0,2,0,0,0,0,0,2,6
37,33,1,0,0,1,0,0,0,0,0,2,99
37,28,1,0,0,0,0,0,0,0,0,2,6
37,70,1,65,2,0,0,1,2,2,6,2,6
37,30,1,0,0,2,0,0,0,0,0,2,15
37,50,1,45,2,1,0,3,3,2,6,2,6
37,37,2,0,0,1,0,0,0,0,0,2,15
37,34,1,40,2,2,0,99,4,2,15,2,15
45,58,2,0,0,0,0,0,0,0,0,2,10
45,57,2,0,0,0,0,0,0,0,0,2,6
45,31,1,32,2,1,0,4,3,2,14,2,14
45,62,2,0,0,1,0,0,0,0,0,2,1
45,29,2,0,0,0,0,0,0,0,0,2,1
45,67,1,0,0,0,0,0,0,0,0,2,12
45,66,1,0,0,0,0,0,0,0,0,2,10
45,62,2,0,0,0,0,0,0,0,0,2,12
37,59,1,57,2,0,0,2,4,2,15,2,15
45,55,1,50,2,0,0,4,2,2,14,2,14
45,24,2,0,0,1,0,0,0,0,0,2,15
37,35,1,0,0,0,60000,0,0,0,0,2,14
45,33,2,0,0,1,0,0,0,0,0,2,15
45,38,1,0,0,1,0,0,0,0,0,2,10
45,59,2,0,0,0,0,0,0,0,0,2,10
45,51,1,61,2,1,0,1,4,2,11,2,6
45,38,1,0,0,0,800,0,0,0,0,2,14
4,36,2,0,0,0,114000,0,0,0,0,2,6
45,33,2,0,0,1,0,0,0,0,0,2,6
45,61,2,0,0,2,0,0,0,0,0,2,15
45,41,1,41,2,2,50000,6,7,2,15,2,15
45,41,1,38,2,0,89000,5,6,2,6,2,10
28,73,1,71,2,0,0,1,6,2,6,2,6
28,46,2,0,0,0,28500,0,0,0,0,2,6
37,42,2,0,0,0,0,0,0,0,0,2,6
13,34,2,0,0,0,75000,0,0,0,0,2,15
8,57,2,0,0,0,0,0,0,0,0,2,6
28,26,1,29,2,3,0,5,3,1,15,2,15
28,22,1,24,2,1,0,4,99,1,15,1,15
28,43,1,41,2,0,66000,7,7,2,6,2,6
28,72,2,0,0,0,0,0,0,0,0,2,6
28,67,1,0,0,0,0,0,0,0,0,2,6
28,63,1,0,0,2,0,0,0,0,0,2,6
28,47,2,0,0,0,0,0,0,0,0,2,6
28,57,2,0,0,1,0,0,0,0,0,2,6
